date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:35:59	109583/109583	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Mar%202024%2000:36:01%20GMT	https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html	(from )
20:35:59	172/172	---M-Z	200	added ('OK')	text/plain	date:Fri,%2022%20Mar%202024%2012:21:03%20GMT	https://www.opinion.com.bo/robots.txt		(from )
20:36:00	513/513	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jun%202021%2010:48:05%20GMT	https://www.opinion.com.bo/media/opinion/images/2021/01/01/2021010100000083305.png	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/www.opinion.com.bo/media/opinion/images/2021/01/01/2021010100000083305.png	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:01	68422/68422	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Mar%202024%2000:36:03%20GMT	https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/GET	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/GET	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:01	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265fc0d6b-302c%22	https://www.opinion.com.bo/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/www.opinion.com.bo/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:01	272153/272153	---MCZ	200	added ('OK')	text/css	date:Tue,%2008%20Nov%202022%2015:04:17%20GMT	https://www.opinion.com.bo/themes/olympus/css/style.20231211132743.css	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/www.opinion.com.bo/themes/olympus/css/style.20231211132743.css	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:01	12537/12537	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Mar%202024%2007:59:19%20GMT	https://www.opinion.com.bo/dynamic/css/global.1711094351.css	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/www.opinion.com.bo/dynamic/css/global.1711094351.css	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:01	120882/120882	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2029%20Nov%202022%2012:28:10%20GMT	https://www.opinion.com.bo/themes/olympus/js/header.20231211132743.js	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/www.opinion.com.bo/themes/olympus/js/header.20231211132743.js	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:02	68613/68613	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Mar%202024%2000:36:05%20GMT	https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.amp.html	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.amp.html	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:03	51598/51598	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Mar%202024%2000:36:05%20GMT	https://www.opinion.com.bo/choice.js?tag_version=V3	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/www.opinion.com.bo/choice1ed7.js	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:05	8939/8939	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2008:35:34%20GMT	https://www.opinion.com.bo/assets/src/onm-am/am.20240322113028.js	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/www.opinion.com.bo/assets/src/onm-am/am.20240322113028.js	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:06	108028/108028	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2023%20Mar%202024%2000:36:07%20GMT	http://ced.sascdn.com/tag/3066/smart.js	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/ced.sascdn.com/tag/3066/smart.js	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:09	168079/168079	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22bc5af0220c4116294c4e9c72ae4e244c%22	https://cdn.unblockia.com/h.js	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/cdn.unblockia.com/h.js	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:10	227597/227597	---M-Z	200	added ('OK')	application/javascript	etag:%223790d-601c9651e0448-gzip%22	http://tagmanager.smartadserver.com/3066/327853/smart.prebid.js	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/tagmanager.smartadserver.com/3066/327853/smart.prebid.js	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:10	122318/122318	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202024%2009:46:18%20GMT	https://ssm.codes/smart-tag/opinioncombo.js	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/ssm.codes/smart-tag/opinioncombo.js	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:11	10926/10926	---M-Z	200	added ('OK')	text/javascript	etag:%226b1a26c01a5d869ca183c08e044a8f5a%22	https://a.teads.tv/analytics/tag.js	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/a.teads.tv/analytics/tag.js	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:12	183172/183172	---M--	200	added ('OK')	text/javascript	etag:4867146387462899180	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-1134119922178345	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/pagead2.googlesyndication.com/pagead/js/f6a3d.txt	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:13	187436/187436	---M--	200	added ('OK')	text/javascript	etag:9528742035899547829	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-0754088092046036	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/pagead2.googlesyndication.com/pagead/js/fd10e.txt	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:14	279/279	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2008:35:34%20GMT	https://www.opinion.com.bo/assets/js/onm/jquery.onm-stats.20240322113028.js	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/www.opinion.com.bo/assets/js/onm/jquery.onm-stats.20240322113028.js	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:14	1217/1217	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jun%202021%2010:48:05%20GMT	https://www.opinion.com.bo/media/opinion/images/2021/01/01/2021010100000081399.png	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/www.opinion.com.bo/media/opinion/images/2021/01/01/2021010100000081399.png	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
20:36:14	15193/15193	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jun%202021%2010:48:05%20GMT	https://www.opinion.com.bo/media/opinion/images/2021/01/01/2021010100000072606.png	C:/Users/villa/Desktop/Nueva%20carpeta/clon_opinion/Clon_opinon/www.opinion.com.bo/media/opinion/images/2021/01/01/2021010100000072606.png	(from https://www.opinion.com.bo/articulo/pais/luego-13-anos-pagina-publica-ultima-edicion-anuncia-cierre/20230629162216912164.html)
